,Zone,Food Wrappers,Miles,Latitude,Longitude,Wildlife,Pollution,Terrain,Population,Volunteers
14829,"Martin County, FL, USA",2,0.0265,27.09056,-80.2898,81,11276,1.837500586337784,1363198,272
3714,"Palm Beach County, FL, USA",14,2.8433,26.4693,-80.05888,76,10649,8.684689311090688,8732606,1746
11638,"San Mateo County, CA, USA",0,0.25,37.508859052134,-122.21119771606,112,6750,8.884525382017596,7237370,1447
8320,"Palm Beach County, FL, USA",0,2.0,26.59028106255,-80.07663148763,101,8645,20.833033736153276,8732606,1746
13342,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,93,9941,12.512385037449953,10409900,2081
10572,"King County, WA, USA",35,0.038,47.57959,-122.4085,39,1372,18.104378067485072,2726805,545
219,"Alameda County, CA, USA",0,0.0308,37.78246,-122.26299,41,8438,14.159254869625542,11589551,2317
616,"Los Angeles County, CA, USA",17,1.1807,34.0089,-118.49482,58,7068,15.195876278712158,1214104,242
4118,"New Hanover County, NC, USA",2,0.866,34.21222,-77.94375,58,1429,9.954142324212754,2281116,456
12293,"Riverside County, CA, USA",0,0.01,33.861458,-117.188903,120,8289,23.753959526145174,6971851,1394
687,"Ashtabula County, OH, USA",4,0.0079,41.78559,-80.9361,19,9509,21.511229839426296,10735647,2147
15398,"Allegheny County, PA, USA",0,0.25,40.435442,-79.89877,85,6127,7.907875917671022,8659794,1731
3307,"Duval County, FL, USA",20,1.2137,30.27181,-81.3846,112,11199,19.010835922880442,295351,59
5288,"Collier County, FL, USA",10,1.0176,26.20727,-81.81455,29,11433,12.389624885695147,4263172,852
467,"Orange County, CA, USA",26,0.6509,33.65469,-118.00199,139,3163,19.45096827361317,6304735,1260
7705,"Kenai Peninsula Borough, AK, USA",17,1.0,59.640011799651,-151.56212235408,105,11722,15.874846638290064,2153951,430
6158,"Los Angeles County, CA, USA",8,0.0074,34.17938,-118.0968,98,10057,17.28928260673364,1214104,242
10352,"Palm Beach County, FL, USA",7,0.6629999999999999,26.3543,-80.07048,17,11343,2.8093115830975135,8732606,1746
15783,"Lake County, IL, USA",3,0.0,42.3532,-87.95591,28,3884,14.343388144127495,7648079,1529
2202,"Cumberland County, PA, USA",6,0.0,40.28297,-76.97525,36,1813,5.288167768723827,2067544,413
15246,"Santa Barbara County, CA, USA",5,0.3953,34.4515,-120.44499,51,9388,7.518620395792356,7045521,1409
2481,"Walton County, FL, USA",0,0.0,30.28742,-86.04144,25,2675,5.252710535997164,10587059,2117
6113,"Los Angeles County, CA, USA",7,0.0119,34.17933,-118.09681,71,7602,19.594536697041367,1214104,242
6121,"Los Angeles County, CA, USA",0,0.3396,34.01346,-118.49757,127,3440,20.0541427302391,1214104,242
4326,"Colleton County, SC, USA",0,0.0,32.50465,-80.29507,94,4012,9.0794001315937,6327439,1265
6124,"Los Angeles County, CA, USA",0,0.3396,34.01346,-118.49757,121,3762,1.4050718030224016,1214104,242
12338,"Camden County, NJ, USA",13,0.0292,39.90812,-75.04077,22,9122,17.179414583905622,4381699,876
9376,"Erie County, PA, USA",3,0.25,42.1717,-80.0896,9,9860,8.937102240501611,10452065,2090
9251,"Cook County, IL, USA",0,0.1,41.91613,-87.6272,81,5752,7.377815415561187,9067522,1813
395,"Middlesex County, CT, USA",2,0.0643,41.48118,-72.5073,49,3133,22.03308270962072,7064886,1412
11168,"Ventura County, CA, USA",563,2.0,34.264633050735,-118.76185433869,6,8792,6.400869021053972,11216018,2243
7072,"Los Angeles County, CA, USA",1,0.845,33.71214,-118.28394,13,4670,21.96339870643587,1214104,242
11179,"Ventura County, CA, USA",148,1.5,34.229731851065,-119.00328313849,94,4516,19.328761458683935,11216018,2243
14524,"Gwinnett County, GA, USA",0,0.1,33.911776,-83.911425,119,5579,1.5922059979089835,9152988,1830
14175,"Douglas County, NE, USA",0,0.25,41.249497,-96.014264,38,10764,22.85120464854878,10514390,2102
13781,"Washington, DC, USA",0,0.0,38.90741,-77.04408,94,5100,21.578361980333963,8678626,1735
3309,"Colleton County, SC, USA",1,0.003,32.50467,-80.29485,43,3787,8.572718589086527,6327439,1265
6408,"Prince George's County, MD, USA",4,0.0041,39.00892,-76.87058,26,1421,0.0352879440922298,9078080,1815
1372,"Pinellas County, FL, USA",0,0.0067,27.66355,-82.74462,134,3982,12.90912077868267,9904308,1980
2002,"Colleton County, SC, USA",4,0.0058,32.50463,-80.2949,16,4043,11.808487364304089,6327439,1265
2116,"Walton County, FL, USA",0,0.8991,30.29154,-86.05432,89,11539,15.741006071682563,10587059,2117
12030,"Lee County, FL, USA",42,0.0386,26.44241,-82.03088,139,2990,9.863811866396537,5670726,1134
14522,"Fulton County, GA, USA",0,0.1,33.865678,-84.379529,43,12316,13.325662564809145,576136,115
11164,"Santa Barbara County, CA, USA",7,0.08900000000000001,34.40325,-119.74318,39,2704,12.384226112348241,7045521,1409
6901,"Los Angeles County, CA, USA",12,0.0231,34.10275,-118.10059,52,2653,21.079790928133015,1214104,242
2641,"Palm Beach County, FL, USA",8,2.5599,26.46929,-80.05832,10,5827,21.22047258537977,8732606,1746
8043,"San Diego County, CA, USA",150,0.0,32.80433,-117.22148,135,2379,12.485671648330518,7853477,1570
13107,"Miami-Dade County, FL, USA",0,0.0163,25.76605,-80.18857,74,4396,6.621826088352885,4518308,903
10890,"San Luis Obispo County, CA, USA",194,2.0,35.622037612874,-120.66980778413,73,5161,4.559085833530062,9389152,1877
3068,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,37,2841,13.384903316847272,9904308,1980
4988,"Miami-Dade County, FL, USA",0,6.1767,25.53972,-80.32822,47,1935,3.6517053778408624,4518308,903
15083,"Cameron County, TX, USA",0,3.0,26.040265,-97.548032,33,10051,16.5123614679641,9832293,1966
10675,"King County, WA, USA",1,0.0,47.67163,-122.27302,45,10802,2.697866702525483,2726805,545
6744,"Charlotte County, FL, USA",70,11.0,26.938768878172,-82.05094148841,98,11977,2.25460606899399,6584509,1316
9977,"Brown County, WI, USA",14,0.01,44.638,-87.7981,81,1351,7.596621262239127,9824864,1964
5722,"San Diego County, CA, USA",5,0.7739,32.75294,-117.25149,125,3970,6.912993221412655,7853477,1570
10594,"Georgetown County, SC, USA",0,2.0,33.569733730169,-79.152161592677,64,3277,21.61336203249005,564915,112
1706,"King County, WA, USA",0,0.0,47.57776,-122.41585,136,1004,9.484764880470948,2726805,545
12301,"Mohave County, AZ, USA",0,0.01,36.03669414,-114.7109598,75,2531,13.8415736776504,10715061,2143
11029,"Barnstable County, MA, USA",35,0.0063,41.7225,-70.3934,88,8542,11.140789311021788,478154,95
4681,"Broward County, FL, USA",0,0.0,26.08531,-80.11003,77,4656,8.547734624470623,2737526,547
10663,"Miami-Dade County, FL, USA",14,0.0637,25.72674,-80.2309,3,1558,8.439539922104467,4518308,903
10128,"Erie County, PA, USA",9,0.25,42.1657,-80.1145,67,2574,0.25024995290274243,10452065,2090
3660,"San Diego County, CA, USA",11,1.16,32.7969,-117.2534,12,10932,2.5711690168464876,7853477,1570
11355,"King County, WA, USA",2,0.0109,47.56558,-122.19049,119,11855,23.731397137257346,2726805,545
1473,"Fairfield County, CT, USA",3,0.0145,41.31299,-73.19777,123,8144,1.6484027705040118,598941,119
9919,"Leelanau County, MI, USA",0,0.1,44.95075,-85.80632,97,8418,22.512331784660915,9538233,1907
8499,"Suffolk County, NY, USA",92,0.25,40.711028778273,-73.239338751053,81,11399,24.334898845328027,9280308,1856
471,"Los Angeles County, CA, USA",12,0.0915,33.76257,-118.16579,68,6893,20.263342757026287,1214104,242
10334,"Los Angeles County, CA, USA",9,0.0032,34.27816,-118.41156,34,9994,2.6225530949682843,1214104,242
8077,"Broward County, FL, USA",0,0.0205,26.19207,-80.09462,99,2083,21.355326384977595,2737526,547
3214,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,25,241,20.889956807336322,9904308,1980
15673,"Rockingham County, NH, USA",0,0.0609,43.02249,-70.73799,101,8994,10.833134291877732,5146074,1029
10241,"Cook County, IL, USA",39,0.1,41.78151,-87.5747,110,9401,21.72379399672502,9067522,1813
2075,"Cumberland County, ME, USA",78,0.5747,43.66524,-70.26754,148,6648,3.626731808376514,9265149,1853
6664,"Brevard County, FL, USA",23,3.0,28.39193103477,-80.59706791573,142,10997,8.79184515920811,10924815,2184
4,"Broward County, FL, USA",1,0.0189,26.10985,-80.13044,100,9383,5.341723614823736,2737526,547
9608,"Cuyahoga County, OH, USA",0,0.1,41.585,-81.56928,116,3092,21.352852675533505,11208521,2241
9198,"Erie County, NY, USA",210,0.3,42.84286,-78.86007,111,1339,5.533199026390972,7512282,1502
15632,"St Johns County, FL, USA",0,0.0153,29.92328,-81.32413,1,9029,8.30557495751277,9244498,1848
14239,"Douglas County, NE, USA",0,0.25,41.285962,-96.186444,120,7013,4.61259277507178,10514390,2102
4559,"Martin County, FL, USA",27,0.374,27.18579,-80.16019,0,2848,14.674782392205703,1363198,272
1686,"Stanislaus County, CA, USA",0,0.0,37.70926,-121.07989,67,5768,18.16245264188373,5319759,1063
2663,"Monterey County, CA, USA",16,0.2542,36.61497,-121.89927,79,8256,8.985852115268452,5092501,1018
6595,"Orange County, FL, USA",78,0.0343,28.40344,-81.44399,98,9192,10.292638515027301,4977527,995
15400,"Mifflin County, PA, USA",0,0.25,40.612555,-77.589925,17,2136,16.35667297555708,1810137,362
9023,"Miami-Dade County, FL, USA",3,0.0744,25.74594,-80.17742,138,3416,6.530160475723212,4518308,903
4537,"St Johns County, FL, USA",0,0.0149,30.02262,-81.32616,118,3877,4.5368152769423284,9244498,1848
8932,"Humboldt County, CA, USA",0,1.0,41.057291026534,-124.14934223355,26,11605,16.855864511731195,9769130,1953
5166,"East Baton Rouge Parish, LA, USA",3,1.0047,30.51294,-91.14774,85,4270,5.106337797701855,3497006,699
4425,"Los Angeles County, CA, USA",6,0.0,34.19168,-118.10562,107,8266,13.205919154549733,1214104,242
9744,"Cook County, IL, USA",100,0.1,41.92019,-87.6285,144,2353,11.032107502821878,9067522,1813
12171,"Carteret County, NC, USA",3,0.25,34.722754164392,-76.759562042851,48,3009,20.839300556010823,1244281,248
15583,"Snohomish County, WA, USA",11,0.3485,47.81041,-122.38715,91,3591,5.909229834463902,7464319,1492
9558,"Leelanau County, MI, USA",2,0.1,44.93986,-85.87269,88,207,10.151847030375176,9538233,1907
7954,"Curry County, OR, USA",0,2.0,42.535764852737,-124.39969539815,34,6233,18.592516600070745,6583773,1316
1418,"Colleton County, SC, USA",1,0.0,32.50475,-80.29489,53,6703,7.320817164196965,6327439,1265
15642,"Lane County, OR, USA",1,0.0238,43.97371,-124.10364,125,4738,0.9518532108205954,6802530,1360
5842,"San Diego County, CA, USA",46,0.5376,32.95298,-117.04757,55,3301,23.200464123611727,7853477,1570
7477,"Hartford County, CT, USA",65,1.0,41.774616216673,-72.528785355532,99,10828,19.956138835708263,9827347,1965
9489,"Benzie County, MI, USA",3,0.1,44.73214,-86.1053,56,6300,1.7813488366894334,644048,128
15425,"Philadelphia County, Philadelphia, PA, USA",0,0.25,40.01195,-75.093948,88,5113,3.0589618693515517,5766945,1153
6301,"Maui County, HI, USA",88,1.028,20.88264,-156.66932,65,4322,17.41738702885808,5575846,1115
863,"San Luis Obispo County, CA, USA",0,0.0084,35.12416,-120.60729,8,12047,24.950642667897657,9389152,1877
2839,"Indian River County, FL, USA",5,0.0071,27.76358,-80.39724,146,3443,21.024118913976206,4124460,824
595,"Los Angeles County, CA, USA",4,0.0,34.17461,-118.09735,144,6971,4.076827218229318,1214104,242
4426,"Los Angeles County, CA, USA",0,0.3061,34.19348,-118.10457,15,3449,5.5224722056153395,1214104,242
15650,"Prince Edward County, VA, USA",1,0.0978,37.30428,-78.39195,137,5404,13.544832779429965,2348711,469
13930,"Douglas County, NE, USA",0,0.25,41.195452,-96.090678,142,10701,8.958386370616605,10514390,2102
4125,"Monmouth County, NJ, USA",7,0.0,40.34694,-73.97371,65,4402,11.038362171029858,10682732,2136
13707,"Collier County, FL, USA",7,0.065,26.25395,-81.82325,47,995,14.668866147172587,4263172,852
9741,"Leelanau County, MI, USA",3,0.1,44.91291,-86.03853,110,7335,17.733719390687593,9538233,1907
1309,"Broward County, FL, USA",0,0.0,26.21784,-80.09107,106,776,12.906395955798148,2737526,547
8005,"Fairfield County, CT, USA",124,0.5,41.139226861666,-73.361843630133,52,7423,2.1017397105124833,598941,119
14117,"Douglas County, NE, USA",0,0.25,41.258578,-96.092152,65,775,5.237363588151767,10514390,2102
7395,"Dane County, WI, USA",108,0.114,43.07819,-89.41765,34,9851,18.588370338388746,9840982,1968
880,"Los Angeles County, CA, USA",1,0.0071,34.13613,-117.89994,148,2537,13.068137925928305,1214104,242
9635,"Cook County, IL, USA",0,0.1,41.96675,-87.637,23,7603,20.622665053027614,9067522,1813
4605,"Miami-Dade County, FL, USA",0,0.2828,25.88765,-80.19015,113,8145,2.0360226788368863,4518308,903
763,"Los Angeles County, CA, USA",6,0.0263,34.04144,-118.19527,22,7051,8.037207628319434,1214104,242
6193,"Tillamook County, OR, USA",32,1.6462,45.21593,-123.97077,108,10786,12.88111544153411,10894630,2178
3873,"San Francisco County, CA, USA",1,0.5231,37.79451,-122.40547,128,6123,7.888298660816704,1677439,335
1355,"Palm Beach County, FL, USA",15,0.25,26.486788156039,-80.056999587866,150,8084,16.000177909866306,8732606,1746
576,"Los Angeles County, CA, USA",7,0.0712,34.17698,-118.09658,36,434,18.694674354541025,1214104,242
11139,"Palm Beach County, FL, USA",4,2.1558,26.46917,-80.05704,56,5296,9.460601302657087,8732606,1746
4848,"Palm Beach County, FL, USA",20,0.0035,26.68251,-80.22838,79,80,11.916347401941218,8732606,1746
1831,"King County, WA, USA",5,0.1009,47.53089,-122.40018,54,3014,18.933071786213848,2726805,545
374,"Los Angeles County, CA, USA",2,0.0243,33.9881,-118.47496,29,7164,6.640800448024252,1214104,242
3561,"Palm Beach County, FL, USA",15,0.25,26.87842823088,-80.052351397314,58,4898,23.887842497007355,8732606,1746
10174,"Cook County, IL, USA",80,1.0,41.82098,-87.59625,10,7919,12.128323803099411,9067522,1813
12900,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,103,8719,24.178469806868836,10409900,2081
4444,"Brevard County, FL, USA",0,0.0329,28.31835,-80.60784,108,1865,20.653739140707046,10924815,2184
3173,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,48,2921,16.714707579221066,9904308,1980
3823,"Brunswick County, NC, USA",5,0.0182,33.86356,-78.51535,22,10696,8.769876021121929,1486845,297
13702,"Broward County, FL, USA",4,0.0,26.04686,-80.16172,67,4557,17.295493615487075,2737526,547
14781,"Los Angeles County, CA, USA",12,0.0099,34.03932,-118.55053,71,5474,21.83465189752143,1214104,242
11151,"San Diego County, CA, USA",16,0.2132,32.75998,-117.2511,6,1355,11.645870012895038,7853477,1570
3427,"Galveston County, TX, USA",5,4.1806,29.21992,-94.90974,114,1703,14.808276002152935,1286716,257
11419,"San Mateo County, CA, USA",3,0.25,37.270841490398,-122.4110769021,98,10617,3.559161442528206,7237370,1447
5547,"Pasco County, FL, USA",30,3.2548,28.25306,-82.73856,127,9638,23.438345951565204,2975377,595
1596,"San Diego County, CA, USA",33,0.8782,32.7254,-117.25719,72,6108,8.472884346183207,7853477,1570
14139,"Douglas County, NE, USA",0,0.25,41.197744,-96.015641,142,5771,10.391711548092653,10514390,2102
14866,"Maui County, HI, USA",0,0.3,20.734274034559,-156.96577777736,93,6345,8.671139119823318,5575846,1115
4358,"Dupage County, IL, USA",29,0.9587,41.76249,-88.18953,27,8623,10.62424419962765,7730115,1546
3459,"King County, WA, USA",34,2.6698,47.49411,-122.14686,2,10848,16.157189444744127,2726805,545
8604,"Erie County, NY, USA",60,1.0,42.789014800056,-78.852709633621,12,6451,20.21852198293176,7512282,1502
6140,"Los Angeles County, CA, USA",72,2.8705,34.13985,-118.16726,133,1647,16.37209900223063,1214104,242
1285,"Los Angeles County, CA, USA",15,1.4637,33.83633,-118.39009,76,2534,22.8297845149954,1214104,242
4422,"Los Angeles County, CA, USA",10,0.0536,34.01003,-118.49842,79,2101,12.812622394006695,1214104,242
14440,"Camden County, GA, USA",0,0.1,31.023695,-81.492844,101,9477,17.41749218622202,1092809,218
13821,"Nueces County, TX, USA",2,0.0014,27.77504,-97.39317,36,263,11.161489200706828,2494422,498
12010,"San Diego County, CA, USA",1,0.1883,32.86356,-117.25382,33,4952,21.094826571096966,7853477,1570
3238,"Mendocino County, CA, USA",3,0.5,39.660488456043,-123.78610533462,8,696,11.25078262078516,9863517,1972
9882,"Leelanau County, MI, USA",56,0.1,44.95075,-85.80632,21,8228,10.178057309790388,9538233,1907
15343,"Philadelphia County, Philadelphia, PA, USA",0,0.25,39.969431,-75.118623,31,4805,13.340240077076595,5766945,1153
13673,"Palm Beach County, FL, USA",2,0.5618,26.38401,-80.06881,148,10397,22.015619886678977,8732606,1746
12783,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,2,11099,13.784399067339438,10409900,2081
8979,"Galveston County, TX, USA",2,0.342,29.30307,-94.77008,30,3191,21.372282764738184,1286716,257
2204,"Los Angeles County, CA, USA",18,1.8389,33.87109,-118.40468,13,11364,8.71695130680768,1214104,242
14717,"San Diego County, CA, USA",0,0.0331,32.83209,-117.12482,7,10748,15.604349176274729,7853477,1570
5860,"San Diego County, CA, USA",10,0.5054,32.78441,-116.98734,135,1342,5.866585905282929,7853477,1570
6991,"Charlotte County, FL, USA",0,0.0511,26.92504,-82.36104,83,11632,10.073989953696728,6584509,1316
8400,"Miami-Dade County, FL, USA",20,0.7287,25.74078,-80.17108,149,12263,20.95806480502511,4518308,903
1946,"Walton County, FL, USA",1,0.8689,30.29127,-86.05342,117,8037,19.397510566360133,10587059,2117
6026,"Ocean County, NJ, USA",2,0.1068,40.04404,-74.05942,44,2414,23.513612958813173,5594505,1118
7447,"Tillamook County, OR, USA",0,2.0,45.702444035774,-123.93580816154,57,11381,3.1744922777169657,10894630,2178
14976,"Miami-Dade County, FL, USA",5,0.0272,25.68987,-80.15991,6,9541,19.87767446147317,4518308,903
4010,"Pinellas County, FL, USA",0,2.6325,27.69801,-82.7379,126,12335,24.134421613325436,9904308,1980
4497,"Hillsborough County, FL, USA",3,0.0009,27.9716,-82.60907,2,2820,16.381194935431548,2408043,481
2826,"Palm Beach County, FL, USA",0,0.0032,26.61827,-80.07545,123,7864,5.071790314640013,8732606,1746
2406,"Kings County, Brooklyn, NY, USA",7,0.0302,40.58045,-73.99784,40,10897,10.157084118678567,4380429,876
5849,"San Diego County, CA, USA",10,1.6801,32.80175,-117.22202,62,10584,21.17050221993794,7853477,1570
12619,"Palm Beach County, FL, USA",2,2.7325,26.4692,-80.05915,41,9416,0.712241200945149,8732606,1746
15142,"Santa Cruz County, CA, USA",35,0.1674,36.92216,-121.7725,43,5541,9.330212729472116,9311168,1862
5036,"Broward County, FL, USA",1,0.8271,26.23698,-80.08901,81,9735,13.81857519658712,2737526,547
11310,"Mendocino County, CA, USA",289,1.0,39.452586240347,-123.81349724086,30,12217,4.90452078743123,9863517,1972
6475,"Maricopa County, AZ, USA",0,2.1368,33.53737,-111.916,13,2619,18.083040808023178,12259990,2451
9884,"Leelanau County, MI, USA",63,0.1,44.90501,-86.02618,72,8731,19.95984267328212,9538233,1907
83,"Sonoma County, CA, USA",0,0.3757,38.73259,-123.48948,20,560,16.46871763388328,4304791,860
7372,"Pinellas County, FL, USA",15,1.6915,27.95872,-82.83158,147,8171,25.040906907218037,9904308,1980
15393,"Monroe County, PA, USA",0,0.25,41.067957,-75.33116,49,1757,19.604431980163007,1895236,379
365,"Los Angeles County, CA, USA",14,13.5663,34.17756,-118.09663,84,2924,19.015559532475322,1214104,242
1537,"Orange County, CA, USA",0,0.0324,33.80941,-117.92339,11,6618,1.548184104645164,6304735,1260
1657,"Pinellas County, FL, USA",0,0.8774,27.70515,-82.7372,7,1505,9.618105601396257,9904308,1980
11454,"San Mateo County, CA, USA",0,0.5,37.545457984327,-122.51563474551,42,3362,4.27426669200245,7237370,1447
5178,"Miami-Dade County, FL, USA",0,0.109,25.72655,-80.24061,91,10762,4.260606443227732,4518308,903
7715,"Miami-Dade County, FL, USA",0,0.0,25.70775,-80.15211,88,2491,14.55237047403981,4518308,903
3009,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,11,1148,15.424382890380615,9904308,1980
7541,"Marin County, CA, USA",68,2.0,37.84114765564,-122.5515833973,132,9113,21.30578003589531,2222618,444
4391,"Colleton County, SC, USA",0,0.0,32.50481,-80.29429,131,8807,22.56027466828623,6327439,1265
8626,"Humboldt County, CA, USA",12,0.25,40.822705206358,-124.17889511331,21,6255,20.397758856419085,9769130,1953
6114,"San Diego County, CA, USA",8,0.1135,33.14516,-117.34359,3,6591,5.70598065402385,7853477,1570
5508,"Santa Barbara County, CA, USA",0,0.4645,34.40314,-119.74479,53,11529,13.797076859175162,7045521,1409
11188,"Ventura County, CA, USA",228,5.0,34.444606915748,-119.24402191329,20,8865,11.47331067833062,11216018,2243
13144,"Lincoln County, OR, USA",5,1.0,44.303036783445,-123.99544868731,32,11338,0.3412631494397731,3663964,732
9765,"Ottawa County, MI, USA",16,0.1,43.052,-86.2454,123,1383,12.142192820914037,1587852,317
1134,"St Lucie County, FL, USA",5,2.4834,27.46985,-80.29098,21,5083,5.171197791108735,7424019,1484
13617,"Santa Barbara County, CA, USA",16,0.0319,34.41763,-119.71233,55,725,9.785730559858271,7045521,1409
2374,"Washington County, OR, USA",25,0.25,45.531804151088,-122.88297014085,132,7658,20.170802750237915,4672539,934
3522,"King County, WA, USA",1,0.0,47.59111,-122.22446,25,439,1.9993074671535833,2726805,545
13810,"Santa Clara County, CA, USA",23,0.5534,37.30922,-121.83793,43,3776,2.061813407054278,5755731,1151
4594,"Hillsborough County, FL, USA",3,0.7567,27.97214,-82.61036,98,11984,23.077739112718056,2408043,481
4796,"Duval County, FL, USA",0,1.0231,30.32047,-81.67337,15,474,19.274299982559388,295351,59
7632,"Washington County, ME, USA",0,0.5,44.910353911985,-67.127947541043,42,2048,16.467123971944545,6796551,1359
2164,"Alachua County, FL, USA",0,0.0191,29.63079,-82.43375,38,4398,16.602163302948895,1404563,280
2101,"Volusia County, FL, USA",0,0.0,28.97915,-80.85826,94,4922,8.794390070792842,10409900,2081
10892,"San Luis Obispo County, CA, USA",700,5.0,35.547388731625,-120.70735420361,127,2260,11.194690421813505,9389152,1877
8099,"Lancaster County, VA, USA",0,0.0,37.70581,-76.37305,141,10376,19.33175208090421,1443625,288
9421,"Grand Traverse County, MI, USA",28,0.5,44.77433,-85.50438,129,7757,11.726178391674356,4834907,966
8671,"Los Angeles County, CA, USA",3,0.0,34.10672,-118.20239,34,7209,12.410812857315003,1214104,242
10516,"San Francisco County, CA, USA",37,14.01,37.76938,-122.51079,29,1683,1.4773031285385174,1677439,335
4948,"Indian River County, FL, USA",12,0.6984,27.56175,-80.32726,64,7000,3.04851116702675,4124460,824
12954,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,129,5463,16.648775885561427,10409900,2081
4121,"Monmouth County, NJ, USA",1,0.445,40.34693,-73.97373,77,7204,24.522818318589266,10682732,2136
5711,"Santa Barbara County, CA, USA",0,0.08,34.41797,-119.88729,148,8525,14.728987054320873,7045521,1409
4487,"Martin County, FL, USA",48,0.0278,27.18756,-80.27037,137,11262,24.059344361233254,1363198,272
4465,"Miami-Dade County, FL, USA",17,0.0,25.82232,-80.17963,85,9439,19.54898789450682,4518308,903
3471,"Los Angeles County, CA, USA",5,0.0033,34.00584,-118.81234,0,10216,5.893151465817416,1214104,242
2025,"Monmouth County, NJ, USA",67,0.5,40.429796024568,-73.983029408252,71,10716,0.7116999415076395,10682732,2136
3366,"Brazoria County, TX, USA",25,0.0209,28.99464,-95.23141,91,9288,0.056785531282687964,10194627,2038
4198,"Colleton County, SC, USA",1,0.1536,32.48337,-80.32452,2,2939,15.173452839416578,6327439,1265
11503,"San Mateo County, CA, USA",0,0.25,37.457398784402,-122.44509920741,64,8341,24.179116469024546,7237370,1447
6520,"Broward County, FL, USA",1,0.0066,26.19457,-80.14215,50,3489,16.507320079855372,2737526,547
11012,"San Diego County, CA, USA",16,0.2132,32.75998,-117.2511,116,7143,0.13291993065102436,7853477,1570
8593,"Georgetown County, SC, USA",98,8.5,33.504424929425,-79.064034373165,105,291,14.754576931175638,564915,112
12904,"Volusia County, FL, USA",2,0.0128,29.24472,-81.04958,63,9384,23.36932800593666,10409900,2081
2287,"Cape May County, NJ, USA",9,0.0,39.27607,-74.58018,43,4783,10.808267219225494,2080077,416
15386,"Westmoreland County, PA, USA",0,0.25,40.289773,-79.551589,120,10252,23.19387886777608,415919,83
12491,"Virginia Beach, VA, USA",4,0.0,36.77499,-75.96014,106,5738,1.5501097608949452,8317810,1663
5395,"Cook County, IL, USA",58,0.6843,42.07976,-87.68683,39,6274,4.040677196763927,9067522,1813
6997,"Brevard County, FL, USA",0,0.0028,27.86169,-80.44729,31,436,8.97531855666532,10924815,2184
3818,"Miami-Dade County, FL, USA",1,0.2012,25.73793,-80.16809,117,2137,12.522973116877495,4518308,903
9851,"Benzie County, MI, USA",3,0.1,44.76304,-86.07643,122,12192,14.88546710870457,644048,128
7175,"Duval County, FL, USA",12,1.1909,30.27289,-81.38528,50,7997,11.706385985876702,295351,59
1093,"Boulder County, CO, USA",76,0.4698,40.1514,-105.09235,96,3667,14.37014975159781,11977115,2395
7222,"Kenai Peninsula Borough, AK, USA",130,1.0,59.604630546062,-151.41841481186,83,1756,5.33956400331782,2153951,430
7102,"Okaloosa County, FL, USA",5,3.9559,30.41574,-86.64309,118,4349,23.895196734611982,12234950,2446
4217,"Los Angeles County, CA, USA",0,0.012,34.14522,-118.1176,98,8443,1.1922263115528429,1214104,242
8995,"Hampton, VA, USA",39,1.0,37.040336838865,-76.291266291562,71,11112,4.755319113836119,9345868,1869
8856,"Clackamas County, OR, USA",0,2.0,45.426979192254,-122.60727268175,15,9117,7.828546294129097,5903074,1180
8125,"Fairfax County, VA, USA",256,0.3512,38.95718,-77.36956,110,5411,22.482689306717596,4147338,829
3082,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,104,11351,12.998289779971952,9904308,1980
2752,"Miami-Dade County, FL, USA",7,0.015,25.74462,-80.14409,150,3434,17.333536036035582,4518308,903
6585,"Orange County, CA, USA",0,0.0,33.60244,-117.899,129,7992,15.680010371856923,6304735,1260
11397,"San Diego County, CA, USA",0,0.4256,32.86355,-117.25368,69,8518,10.963706220000342,7853477,1570
14728,"Levy County, FL, USA",0,0.003,29.02218,-82.72503,47,8147,0.6461226278462002,598798,119
339,"Los Angeles County, CA, USA",0,0.1984,34.1918,-118.10562,48,6478,19.495992419471854,1214104,242
3004,"Pinellas County, FL, USA",5,1.2605,27.73249,-82.74755,113,1750,17.813614556044833,9904308,1980
15322,"Blair County, PA, USA",0,0.25,40.469482,-78.395663,7,8421,24.656151419643944,1906669,381
8579,"Beaufort County, SC, USA",37,0.75,32.125338176957,-80.787638949331,110,578,19.106702263442873,5743868,1148
5709,"Santa Barbara County, CA, USA",0,0.0,34.46329,-120.09912,0,7271,15.90711749268842,7045521,1409
3568,"Palm Beach County, FL, USA",25,0.5,26.873069029084,-80.050978106299,122,3485,23.8463365936281,8732606,1746
6410,"Santa Cruz County, CA, USA",0,0.0707,36.99219,-122.16667,82,11209,21.530057428744882,9311168,1862
9949,"Benzie County, MI, USA",16,0.1,44.72918,-86.13925,25,8187,17.61825690759602,644048,128
4501,"Manatee County, FL, USA",1,0.0753,27.45091,-82.69287,17,6737,22.746412019275848,11649638,2329
