%Month  Day  Year   Long (E)    Lat (N)   Plastic conc. (pieces/km2)
  12   23   2004   -135.79     -5.99           0
  12   23   2004   -136.40     -6.71           0
  12   24   2004   -136.59     -7.98         540
  12   25   2004   -137.43     -9.19           0
  12   25   2004   -138.38     -9.43         831
  12   26   2004   -138.87     -9.59        1080
  12   31   2004   -139.58     -9.85         540
  12   31   2004   -139.54     -9.79           0
   1    6   2005   -148.57    -15.82           0
   1    6   2005   -149.14    -16.66           0
   1    7   2005   -149.40    -17.07           0
   1   17   2005   -150.45    -16.98           0
   1   18   2005   -151.58    -16.15           0
   1   19   2005   -150.06    -17.34           0
   1   24   2005   -150.49    -17.02           0
   1   31   2005   -150.04    -17.16           0
   2   10   2005   -149.27    -16.85         611
   2   10   2005   -149.02    -16.40         865
   2   12   2005   -149.00    -15.67           0
   2   13   2005   -150.25    -14.30           0
   2   14   2005   -149.85    -13.81           0
   2   15   2005   -149.53    -12.59           0
   2   16   2005   -148.42    -11.74           0
   2   16   2005   -147.92    -11.04           0
   2   16   2005   -147.62    -10.96           0
   2   17   2005   -147.24    -10.84           0
   2   17   2005   -146.81    -10.72           0
   2   17   2005   -146.37    -10.60           0
   2   18   2005   -144.52    -10.01           0
   2   19   2005   -142.41     -9.70        5021
   2   20   2005   -139.57     -9.87           0
   2   20   2005   -139.64     -9.79           0
   2   20   2005   -139.72     -9.70         609
   2   21   2005   -139.78     -9.60           0
   2   21   2005   -139.83     -9.52           0
   2   25   2005   -140.16     -8.99         404
   2   25   2005   -140.32     -8.90           0
   2   26   2005   -140.51     -8.61           0
   2   26   2005   -140.69     -8.31           0
   2   26   2005   -140.91     -8.00           0
   2   26   2005   -140.93     -7.86           0
   2   27   2005   -140.95     -7.93           0
   2   27   2005   -141.01     -8.04           0
   2   28   2005   -141.64     -6.86           0
   3    1   2005   -142.42     -4.61           0
   3    1   2005   -142.81     -3.47           0
   3    2   2005   -142.95     -3.24           0
   3    3   2005   -143.52     -1.67           0
   3    3   2005   -143.62     -0.78           0
   3    3   2005   -143.70     -0.47           0
   3    3   2005   -143.72     -0.37           0
   3    4   2005   -143.79     -0.08           0
   3    4   2005   -143.84      0.24           0
   3    4   2005   -143.88      0.52           0
   3    5   2005   -144.12      1.56           0
   3    6   2005   -144.70      3.61           0
   3    7   2005   -144.56      5.61         525
   3    8   2005   -144.49      7.20           0
   3    8   2005   -145.52      9.01           0
   3    9   2005   -146.43     10.82        1284
   3   10   2005   -147.13     12.01           0
   3   10   2005   -147.19     12.13         568
   3   11   2005   -147.30     12.37           0
   3   11   2005   -147.43     12.63         257
   3   11   2005   -147.58     12.82        1413
   3   27   2005   -157.28     20.52        2160
   3   28   2005   -156.93     18.70           0
   3   29   2005   -156.81     17.93         720
   3   29   2005   -156.75     17.02        3780
   3   30   2005   -156.66     16.04         540
   3   30   2005   -156.51     14.99           0
   3   31   2005   -156.25     13.95           0
   3   31   2005   -156.06     13.06           0
   3   31   2005   -155.91     12.37           0
   4    1   2005   -155.70     11.11        1080
   4    2   2005   -155.62      9.85           0
   4    2   2005   -155.61      8.70         337
   4    2   2005   -155.70      7.83         540
   4    3   2005   -155.72      6.66           0
   4    4   2005   -155.71      5.80         506
   4    4   2005   -155.65      5.15         450
   4    4   2005   -155.58      4.31           0
   4    5   2005   -155.61      3.59           0
   4    6   2005   -155.95      2.82           0
   4    6   2005   -156.38      1.96           0
   4    7   2005   -156.91     -0.05           0
   4    7   2005   -157.10     -0.08           0
   4    9   2005   -157.38      1.59           0
   4   13   2005   -157.91      2.93           0
   4   15   2005   -159.21      3.21           0
   4   16   2005   -159.76      4.07           0
   4   16   2005   -160.29      4.00       22138
   4   16   2005   -160.46      4.17           0
   4   18   2005   -160.95      4.82           0
   4   18   2005   -161.25      5.48        2160
   5   12   2005   -157.00     18.88           0
   5   12   2005   -157.10     18.73           0
   5   12   2005   -157.21     18.60        2160
   5   12   2005   -156.98     18.36           0
   5   13   2005   -156.66     17.93         678
   5   13   2005   -156.24     17.51           0
   5   15   2005   -156.27     14.32           0
   5   16   2005   -156.39     12.09           0
   5   17   2005   -156.48     10.05         540
   5   17   2005   -156.51      8.87           0
   5   17   2005   -156.64      7.93           0
   5   18   2005   -156.85      7.13           0
   5   19   2005   -157.03      6.20           0
   5   19   2005   -157.07      5.42           0
   5   20   2005   -157.18      4.75           0
   5   20   2005   -157.30      3.68           0
   5   21   2005   -157.64      2.50           0
   5   24   2005   -159.11      3.56           0
   5   31   2005   -162.14      5.83           0
   6    1   2005   -162.08      7.59           0
   6    2   2005   -161.41      8.63         632
   6    3   2005   -160.88     10.42           0
   7    6   2005   -157.56     21.04           0
   7    6   2005   -157.51     20.76         540
   7    7   2005   -157.56     20.98           0
   7    8   2005   -157.63     22.01           0
   7    8   2005   -157.82     22.54        1080
   7    9   2005   -157.98     23.51           0
   7    9   2005   -158.11     24.29        4320
   7    9   2005   -158.12     25.31         498
   7   10   2005   -158.11     25.77       23111
   7   11   2005   -157.97     26.51       11404
   7   11   2005   -157.96     27.19        9105
   7   12   2005   -157.82     28.27        3709
   7   12   2005   -157.74     28.78       26536
   7   12   2005   -157.67     29.62        2794
   7   12   2005   -157.65     29.74         690
   7   13   2005   -157.67     29.78        4692
   7   13   2005   -157.68     29.86        1692
   7   13   2005   -157.65     30.27       65751
   7   14   2005   -157.19     30.94       12954
   7   14   2005   -156.25     31.80       40632
   7   15   2005   -155.02     33.00       19485
   7   15   2005   -154.36     33.84       22983
   7   16   2005   -153.83     34.75       24335
   7   17   2005   -152.11     36.88       61138
   7   17   2005   -151.21     37.75      152638
   7   17   2005   -150.06     38.73       42440
   7   17   2005   -149.87     38.87      113218
   7   18   2005   -149.70     39.69       17195
   7   19   2005   -148.12     40.72        9046
   7   19   2005   -145.47     41.58        4320
   7   19   2005   -145.39     41.54        7019
   7   20   2005   -145.36     41.50        6479
   7   20   2005   -145.32     41.44       22138
   7   20   2005   -145.17     41.49       16739
   7   22   2005   -142.25     42.96        2614
   7   22   2005   -140.85     42.96        7559
   7   23   2005   -137.53     42.86        2160
   8   20   2005   -118.23     33.29           0
   8   21   2005   -118.43     33.19           0
   8   21   2005   -118.64     33.29        2160
   8   21   2005   -119.10     32.81           0
   8   22   2005   -119.10     33.13           0
   8   23   2005   -119.17     33.39           0
   8   23   2005   -119.40     33.61        2700
   8   24   2005   -120.80     34.05           0
   9    4   2005   -117.45     32.80         540
   9    5   2005   -117.48     32.80           0
   9    5   2005   -117.80     32.89           0
   9    7   2005   -118.26     32.39           0
   9    7   2005   -118.20     32.36           0
  10   15   2005   -118.15     33.20        8639
  10   15   2005   -118.67     33.69        6479
  10   16   2005   -119.18     33.74           0
  10   17   2005   -119.05     33.28           0
  10   18   2005   -119.41     32.87           0
  10   19   2005   -119.62     32.54           0
  10   19   2005   -120.37     32.39           0
  10   20   2005   -120.35     32.02           0
  10   20   2005   -120.49     31.19           0
  10   21   2005   -120.40     30.35           0
  10   21   2005   -119.92     29.90           0
  10   21   2005   -119.51     29.31           0
  10   22   2005   -118.93     29.02           0
  10   23   2005   -118.35     28.58           0
  10   23   2005   -117.86     28.37           0
  10   24   2005   -117.50     28.00           0
  10   24   2005   -117.18     27.90           0
  10   25   2005   -115.66     26.69           0
  10   25   2005   -114.81     25.94           0
  10   26   2005   -113.73     25.46           0
  10   27   2005   -112.45     25.06           0
  10   27   2005   -112.48     24.61           0
  10   28   2005   -112.16     23.85           0
  10   28   2005   -111.99     23.43           0
  10   29   2005   -111.14     22.88           0
  10   29   2005   -110.10     22.58           0
  10   30   2005   -109.18     23.26           0
  10   30   2005   -110.18     24.44           0
  11    5   2005   -110.39     24.32           0
  11    5   2005   -109.74     25.12           0
  11    6   2005   -109.25     25.31           0
  11    6   2005   -109.27     24.87           0
  11    7   2005   -109.15     24.75           0
  11    8   2005   -109.61     23.97           0
  11    8   2005   -108.10     24.31           0
  11    9   2005   -108.31     22.87           0
  11   10   2005   -108.51     22.57           0
  11   10   2005   -109.03     21.93           0
  11   11   2005   -109.36     21.42         720
  11   11   2005   -109.69     20.78           0
  11   12   2005   -110.32     20.00         772
  11   13   2005   -110.71     19.09           0
  11   14   2005   -110.01     18.99        1080
  11   14   2005   -109.40     18.85        1800
  11   29   2005   -107.53     19.72           0
  11   30   2005   -108.39     19.09           0
  11   30   2005   -108.72     18.82           0
  12    1   2005   -109.77     17.96           0
  12    1   2005   -110.22     17.59           0
  12    2   2005   -111.08     17.06         450
  12    2   2005   -111.57     16.69           0
  12    3   2005   -112.58     15.86           0
  12    3   2005   -113.27     15.75           0
  12    4   2005   -114.22     14.85         519
  12    4   2005   -114.87     14.49           0
  12    5   2005   -115.51     14.10         360
  12    5   2005   -116.28     13.66           0
  12    6   2005   -117.56     12.69           0
  12    7   2005   -118.31     12.09         540
  12    7   2005   -119.01     11.53           0
  12    8   2005   -119.57     11.08        1059
  12    9   2005   -120.47      9.95           0
  12    9   2005   -121.13      9.41         837
  12   10   2005   -121.94      8.55           0
  12   10   2005   -122.65      7.93         389
  12   11   2005   -123.23      7.32           0
  12   11   2005   -123.68      7.10           0
  12   12   2005   -124.20      6.85           0
  12   12   2005   -124.63      6.45           0
  12   13   2005   -125.14      5.69           0
  12   13   2005   -125.51      5.27           0
  12   14   2005   -126.02      4.78           0
  12   15   2005   -127.48      3.17           0
  12   15   2005   -128.14      2.68           0
  12   16   2005   -128.68      2.17           0
  12   16   2005   -129.28      1.60           0
  12   18   2005   -130.61      0.23           0
  12   18   2005   -131.10      0.09           0
  12   19   2005   -132.34     -1.66           0
  12   19   2005   -132.74     -2.59           0
  12   20   2005   -133.20     -3.39           0
  12   20   2005   -133.90     -4.02           0
  12   21   2005   -134.57     -4.58           0
  12   21   2005   -135.29     -5.17           0
  12   22   2005   -135.87     -5.76           0
  12   22   2005   -136.42     -6.23         450
  12   23   2005   -136.92     -6.74           0
  12   24   2005   -137.64     -7.75           0
  12   25   2005   -138.69     -8.13           0
  12   25   2005   -139.35     -8.49           0
   2    9   2006   -149.20    -15.80           0
   2   10   2006   -148.19    -15.33           0
   2   12   2006   -147.57    -14.80         491
   2   13   2006   -146.81    -14.60           0
   2   13   2006   -146.03    -14.77           0
   2   14   2006   -145.93    -14.91         409
   2   16   2006   -143.67    -13.11           0
   2   17   2006   -141.26    -11.02           0
   2   19   2006   -140.63     -9.06           0
   2   19   2006   -140.64     -9.12           0
   2   19   2006   -140.62     -9.16           0
   2   20   2006   -140.61     -9.20           0
   2   25   2006   -140.61     -7.65           0
   2   26   2006   -140.61     -7.70           0
   2   28   2006   -142.32     -4.85           0
   3    1   2006   -142.69     -4.61           0
   3    3   2006   -144.78     -1.06           0
   3    4   2006   -146.35      1.72           0
   3    8   2006   -147.98      7.58        2899
   3    9   2006   -148.45      7.96           0
   3    9   2006   -149.35      9.28           0
   3   25   2006   -157.50     20.42         982
   3   29   2006   -158.18     17.37        3240
   3   30   2006   -158.38     16.58         540
   3   30   2006   -158.50     15.58         540
   3   30   2006   -158.59     15.09           0
   3   31   2006   -158.63     14.89        1620
   3   31   2006   -158.62     14.36         675
   3   31   2006   -158.57     13.47           0
   4    1   2006   -158.52     12.56         675
   4    2   2006   -158.37     11.37           0
   4    4   2006   -157.75      7.41           0
   4    5   2006   -157.63      4.94           0
   4    5   2006   -157.61      3.95         540
   4   11   2006   -158.53      1.15           0
   4   11   2006   -159.19     -0.08           0
   4   13   2006   -159.80      0.74           0
   4   14   2006   -159.71      1.50           0
   4   15   2006   -160.07      2.61           0
   4   15   2006   -160.27      3.02           0
   4   16   2006   -160.51      3.81         540
   4   17   2006   -160.97      4.84           0
   4   26   2006   -159.40     15.86           0
   4   27   2006   -158.89     16.98         540
   4   28   2006   -158.11     18.89        2025
   5   10   2006   -158.60     22.65        5999
   5   10   2006   -158.76     23.34        4050
   5   11   2006   -158.55     24.35        2907
   5   11   2006   -158.98     25.03        1495
   5   12   2006   -159.01     26.27        2963
   5   12   2006   -159.13     27.27        3866
   5   13   2006   -160.10     28.97       32439
   5   14   2006   -161.27     30.87        3343
   5   15   2006   -161.52     31.43       11685
   5   17   2006   -158.56     32.86       14435
   5   17   2006   -157.85     32.92       35725
   5   18   2006   -157.00     34.50        8463
   5   18   2006   -156.35     35.50       35720
   5   19   2006   -155.17     37.15        8082
   5   19   2006   -154.29     38.16       21436
   5   19   2006   -152.85     39.72       30203
   5   20   2006   -152.87     42.25        1270
   5   22   2006   -151.72     43.07           0
   5   23   2006   -148.25     44.38           0
   5   24   2006   -147.09     46.59           0
   5   25   2006   -144.76     47.85         675
   5   27   2006   -141.93     48.16           0
   5   27   2006   -140.10     48.32           0
   5   28   2006   -138.50     48.09        1200
   5   29   2006   -134.68     47.85           0
   5   30   2006   -131.72     47.98        2700
   5   31   2006   -128.93     48.52           0
   6    5   2006   -127.06     49.75           0
   6    6   2006   -127.46     49.44           0
   6    6   2006   -127.97     49.20           0
   6    6   2006   -129.16     48.79           0
   6    7   2006   -129.60     48.50           0
   7    9   2006   -123.31     48.32        5340
   7   10   2006   -123.27     48.65           0
   7   11   2006   -125.51     48.41           0
   7   13   2006   -126.73     48.79         484
   7   14   2006   -128.22     49.50           0
   7   14   2006   -128.64     50.60         875
   7   16   2006   -130.91     51.75         583
   7   19   2006   -128.35     50.03        1053
   7   20   2006   -126.63     49.54           0
   7   24   2006   -124.73     47.15           0
   7   26   2006   -124.40     46.15        2027
   7   28   2006   -125.40     43.51           0
   8   19   2006   -118.60     33.57           0
   8   20   2006   -118.68     33.70           0
   8   20   2006   -118.87     33.67         648
   8   21   2006   -119.08     33.81           0
   8   21   2006   -119.90     33.71           0
   8   22   2006   -119.66     33.88           0
   8   22   2006   -119.64     33.94           0
  10   14   2006   -117.87     33.05           0
  10   17   2006   -121.29     32.53           0
  10   18   2006   -122.24     31.45           0
  10   19   2006   -122.21     31.38           0
  10   19   2006   -122.33     31.21           0
  10   19   2006   -122.73     30.68           0
  10   20   2006   -122.73     30.41           0
  10   22   2006   -122.57     29.95           0
  10   23   2006   -122.57     29.46           0
  10   23   2006   -122.09     29.35         537
  10   24   2006   -121.59     29.32           0
  10   24   2006   -121.32     29.32           0
  10   26   2006   -118.39     29.26           0
  10   26   2006   -118.26     28.74           0
  10   28   2006   -116.42     27.80           0
  10   28   2006   -114.78     27.13           0
  10   30   2006   -112.85     25.58           0
  11    2   2006   -112.44     23.35           0
  11    3   2006   -109.39     22.45         705
  11    4   2006   -109.47     22.85           0
  11    4   2006   -109.29     23.15         430
  11    5   2006   -109.64     24.34           0
  11    5   2006   -109.58     24.22           0
  11   11   2006   -110.41     24.70         540
  11   12   2006   -109.64     25.13        1287
  11   12   2006   -109.69     25.21           0
  11   13   2006   -109.71     25.21           0
  11   13   2006   -109.73     25.21           0
  11   14   2006   -110.06     25.27           0
  11   15   2006   -110.20     25.01        1080
  11   16   2006   -108.82     23.15           0
  11   28   2006   -107.34     19.62        1246
  11   29   2006   -108.73     18.64        4983
  11   29   2006   -109.72     17.93        1350
  11   30   2006   -110.38     17.50        3375
  11   30   2006   -111.23     16.91         454
  12    1   2006   -112.56     15.68           0
  12    2   2006   -112.91     15.11         491
  12    2   2006   -113.59     14.28           0
  12    3   2006   -113.98     13.46        1246
  12    3   2006   -114.71     12.61           0
  12    5   2006   -116.97     10.63        3240
  12    5   2006   -118.03     10.00           0
  12    7   2006   -119.80      8.11         318
  12    7   2006   -120.34      7.43           0
  12    9   2006   -122.06      6.05           0
  12    9   2006   -122.65      5.36           0
  12   11   2006   -124.71      3.62           0
  12   11   2006   -125.70      3.29           0
  12   13   2006   -127.68      1.86           0
  12   13   2006   -128.36      1.20           0
  12   15   2006   -130.55     -0.63           0
  12   17   2006   -132.01     -2.33           0
  12   17   2006   -132.54     -3.09           0
  12   19   2006   -133.98     -5.48           0
  12   19   2006   -134.73     -6.52           0
  12   20   2006   -135.30     -7.36           0
  12   21   2006   -135.96     -8.36           0
  12   21   2006   -136.41     -9.11           0
  12   22   2006   -136.79     -9.93           0
  12   22   2006   -137.14    -10.64           0
  12   23   2006   -137.48    -10.58           0
  12   23   2006   -137.73    -10.29           0
   2   14   2007   -147.95    -16.11        4673
   2   14   2007   -148.03    -15.65         535
   2   15   2007   -148.05    -15.19        2837
   2   16   2007   -147.50    -14.49         551
   2   16   2007   -147.64    -14.82        4962
   2   18   2007   -146.90    -14.47           0
   2   18   2007   -146.28    -14.08       14984
   2   19   2007   -145.25    -13.27           0
   2   19   2007   -144.40    -12.66        5690
   2   20   2007   -144.33    -12.29           0
   2   20   2007   -144.32    -12.00           0
   2   21   2007   -143.71    -11.26        1350
   2   21   2007   -142.74    -10.60           0
   2   21   2007   -141.67     -9.88           0
   2   22   2007   -140.93     -9.54         414
   2   22   2007   -140.58     -9.86           0
   2   23   2007   -140.73     -9.60           0
   2   24   2007   -140.45     -9.24           0
   2   27   2007   -140.48     -8.59           0
   2   28   2007   -140.81     -8.01           0
   2   28   2007   -140.87     -7.22         540
   3    1   2007   -140.72     -6.42         887
   3    1   2007   -140.88     -5.91           0
   3    2   2007   -141.06     -5.34         828
   3    2   2007   -141.50     -4.83         411
   3    3   2007   -141.81     -4.15           0
   3    4   2007   -142.00     -3.21           0
   3    4   2007   -142.29     -2.27         483
   3    5   2007   -142.50     -1.33           0
   3    5   2007   -142.69     -0.46        1622
   3    6   2007   -142.87      0.10         524
   3    6   2007   -143.11      1.29           0
   3    7   2007   -143.11      2.26           0
   3    7   2007   -143.29      3.01           0
   3    9   2007   -144.79      6.16           0
   3   11   2007   -146.80      9.47           0
   3   11   2007   -147.45     10.48           0
   3   12   2007   -148.11     11.55           0
   3   12   2007   -148.64     12.45        1006
   3   13   2007   -149.24     13.41           0
   3   14   2007   -150.70     15.82           0
   3   14   2007   -150.97     16.43        3240
   3   18   2007   -156.75     20.84       12492
   3   29   2007   -158.81     17.72       13499
   3   30   2007   -159.19     15.63        2880
   3   31   2007   -159.57     14.16           0
   4    1   2007   -159.97     12.45           0
   4    2   2007   -160.50     10.35           0
   4    3   2007   -161.15      8.36           0
   4    4   2007   -161.67      6.48           0
   4    8   2007   -161.90      5.48           0
   4   10   2007   -160.58      3.07           0
   4   11   2007   -160.36      1.93           0
   4   12   2007   -160.09      0.79           0
   4   13   2007   -160.11     -0.36           0
   4   14   2007   -160.18     -0.32           0
   4   15   2007   -159.10      0.45           0
   4   16   2007   -158.03      1.15           0
   4   20   2007   -157.56      2.84           0
   4   21   2007   -157.88      4.47           0
   5   13   2007   -156.42     18.73        5860
   5   14   2007   -156.43     16.78        4969
   5   15   2007   -156.51     14.50           0
   5   17   2007   -156.55     12.32           0
   5   17   2007   -156.60     10.77           0
   5   18   2007   -156.47      8.31           0
   7    7   2007   -158.35     21.45         582
   7    7   2007   -158.49     21.67        2695
   7    7   2007   -158.75     22.24           0
   7    8   2007   -158.89     22.93        5062
   7    9   2007   -158.86     23.72        2692
   7    9   2007   -158.70     24.28        7001
   7    9   2007   -158.54     25.21        2041
   7   11   2007   -158.38     26.54        3501
   7   11   2007   -158.25     27.33      104734
   7   12   2007   -158.53     27.96       48484
   7   12   2007   -157.93     28.90      149109
   7   14   2007   -154.88     30.13       19688
   7   14   2007   -154.09     30.27       75753
   7   14   2007   -152.91     30.28       11997
   7   15   2007   -152.43     30.12       54803
   7   16   2007   -150.93     30.72       44133
   7   16   2007   -149.91     31.48       57180
   7   17   2007   -148.79     31.91       33088
   7   17   2007   -147.88     32.01       21303
   7   18   2007   -146.79     33.07       45674
   7   19   2007   -146.60     34.09      235048
   7   20   2007   -146.21     35.12      147195
   7   20   2007   -145.30     35.50       69058
   7   22   2007   -140.52     37.86       40107
   7   23   2007   -139.33     38.04       19765
   7   24   2007   -136.30     38.27       78449
   7   25   2007   -134.83     38.33       23134
   7   25   2007   -133.32     38.48       52168
   7   25   2007   -132.36     38.56       66030
   7   26   2007   -130.50     38.74       72241
   7   26   2007   -129.66     38.73        8913
   7   28   2007   -126.52     38.63       10714
   8    7   2007   -123.01     36.99           0
   8    7   2007   -122.65     36.75           0
   8    7   2007   -123.35     36.29        6051
   8    8   2007   -124.06     35.88        1521
   8    8   2007   -124.80     35.45           0
   8    9   2007   -125.49     34.88           0
   8   10   2007   -124.41     34.46        1310
   8   10   2007   -122.78     33.92           0
   8   19   2007   -119.03     33.03           0
   8   20   2007   -119.71     32.64           0
   8   20   2007   -119.64     32.92           0
   8   21   2007   -119.35     33.73           0
   8   21   2007   -119.91     33.94           0
   8   22   2007   -119.86     33.81           0
   8   30   2007   -119.02     33.38           0
   8   31   2007   -118.61     33.33           0
  10   13   2007   -117.29     32.47           0
  10   17   2007   -119.66     31.11           0
  10   18   2007   -120.11     30.71        1593
  10   19   2007   -121.33     29.69           0
  10   19   2007   -120.33     29.59           0
  10   21   2007   -117.97     28.75           0
  10   25   2007   -117.14     28.07           0
  10   26   2007   -114.08     25.84        4486
  10   27   2007   -112.41     23.95           0
  10   28   2007   -112.37     23.26           0
  10   29   2007   -111.34     22.94        1147
  10   30   2007   -109.85     22.84           0
  10   30   2007   -109.66     22.70           0
  10   31   2007   -109.67     24.40        9475
  11    5   2007   -110.12     24.39           0
  11    6   2007   -109.39     23.61        1058
  11    6   2007   -109.31     23.23         639
  11    8   2007   -110.01     21.44           0
  11    8   2007   -110.60     20.54        3329
  11   25   2007   -106.15     20.45        3519
  11   26   2007   -106.85     20.09           0
  11   26   2007   -107.62     19.73           0
  11   27   2007   -108.70     19.31           0
  11   27   2007   -109.20     19.00        5940
  11   28   2007   -110.71     18.64        2705
  11   28   2007   -111.30     18.28           0
  11   29   2007   -112.71     17.54         900
  11   30   2007   -113.31     17.25        2065
  12    2   2007   -116.57     15.52           0
  12    2   2007   -117.32     14.75           0
  12    4   2007   -119.85     13.12           0
  12    4   2007   -120.22     12.38           0
  12    6   2007   -121.81     10.79           0
  12    7   2007   -122.53      9.37           0
  12    7   2007   -123.19      8.57         540
  12    8   2007   -123.65      8.04           0
  12   10   2007   -126.56      5.51           0
  12   10   2007   -127.33      5.49        1620
  12   11   2007   -127.87      4.68           0
  12   12   2007   -129.39      3.96           0
  12   12   2007   -129.97      3.19           0
  12   13   2007   -130.46      2.43         509
  12   14   2007   -131.60      0.76           0
  12   15   2007   -132.50     -0.44         361
  12   15   2007   -132.87     -0.78           0
  12   17   2007   -134.48     -3.08         410
  12   18   2007   -135.25     -4.67           0
  12   19   2007   -136.37     -6.49           0
  12   20   2007   -137.94     -8.37           0
  12   28   2007   -143.62    -12.14         608
   2   15   2008   -149.05    -16.71        1862
   2   17   2008   -148.28    -15.29         530
   2   18   2008   -147.32    -14.71        1528
   2   20   2008   -145.59    -13.97           0
   2   21   2008   -144.12    -12.96        1028
   2   21   2008   -143.52    -12.31         540
   2   22   2008   -143.48    -11.89           0
   2   23   2008   -142.67    -10.56           0
   2   24   2007   -141.81     -9.48           0
   2   24   2008   -141.07     -9.37         982
   2   29   2008   -140.36     -8.80           0
   3    1   2008   -140.98     -7.48           0
   3    2   2008   -141.27     -6.60           0
   3    3   2008   -141.94     -5.24           0
   3    3   2008   -142.38     -4.41           0
   3    4   2008   -142.99     -3.50           0
   3    4   2008   -143.65     -2.32           0
   3    5   2008   -143.94     -2.03           0
   3    5   2008   -144.39     -1.27           0
   3    6   2008   -144.57     -1.04           0
   3    7   2008   -145.08     -0.52           0
   3    8   2008   -145.55      2.28           0
   3    9   2008   -145.98      3.71           0
   3    9   2008   -146.17      4.51           0
   3    9   2008   -146.29      4.79           0
   3   10   2008   -147.00      6.64           0
   3   13   2008   -149.54     10.16           0
   3   15   2008   -152.16     13.83           0
   3   16   2008   -154.70     17.12           0
   3   30   2008   -157.96     18.98           0
   4    3   2008   -157.53     10.38           0
   4    4   2008   -157.48      8.65         371
   4    5   2008   -157.19      6.96           0
   4    6   2008   -157.00      5.47           0
   4    7   2008   -156.93      4.25         473
   4   14   2008   -157.74      0.67           0
   4   15   2008   -156.82     -0.69           0
   4   16   2008   -156.60     -1.92           0
   4   17   2008   -156.47     -3.76           0
   4   18   2008   -156.07     -5.27           0
   4   19   2008   -155.39     -6.74           0
   4   21   2008   -154.25     -9.34           0
   4   24   2008   -153.51    -12.47           0
   4   26   2008   -152.00    -15.73           0
   4   30   2008   -150.74    -16.42        1683
   5   11   2008   -149.59    -16.66        2056
   5   12   2008   -149.45    -16.21           0
   5   12   2008   -149.21    -15.66        1083
   5   13   2008   -148.90    -15.18           0
   5   13   2008   -148.81    -14.75           0
   5   14   2008   -148.39    -14.08           0
   5   14   2008   -148.17    -13.68         540
   5   15   2008   -148.15    -13.13           0
   5   15   2008   -147.60    -12.75           0
   5   16   2008   -146.84    -12.36           0
   5   16   2008   -145.88    -12.15        1003
   5   17   2008   -145.22    -11.75        2250
   5   17   2008   -144.74    -11.36           0
   5   18   2008   -144.96    -10.86           0
   5   18   2008   -143.93    -10.42        1392
   5   18   2008   -143.50    -10.26           0
   5   19   2008   -142.50    -10.14           0
   5   20   2008   -141.60     -9.81           0
   5   20   2008   -140.56     -9.28           0
   5   25   2008   -140.35     -8.76           0
   5   25   2008   -140.37     -8.13           0
   5   26   2008   -140.71     -6.99           0
   5   26   2008   -140.80     -6.30           0
   5   27   2008   -141.37     -5.09           0
   5   27   2008   -141.72     -4.27         446
   5   28   2008   -141.87     -3.42           0
   5   28   2008   -142.06     -2.84           0
   5   28   2008   -142.07     -2.01           0
   5   29   2008   -142.10     -1.37           0
   5   30   2008   -142.13     -0.42           0
   5   30   2008   -142.01      0.12           0
   5   31   2008   -141.89      0.67           0
   5   31   2008   -142.03      1.33           0
   6    1   2008   -142.94      2.63           0
   6    1   2008   -143.46      3.46           0
   6    1   2008   -143.81      4.02         338
   6    2   2008   -144.37      5.03           0
   6    3   2008   -144.80      5.68           0
   6    3   2008   -145.41      6.51           0
   6    4   2008   -146.33      7.31           0
   6    4   2008   -146.99      8.19         385
   6    7   2008   -150.35     13.65           0
   6    7   2008   -150.86     14.57           0
   6    8   2008   -151.53     15.57           0
   6    9   2008   -152.77     17.46           0
   6    9   2008   -153.36     18.29         398
   6   10   2008   -153.81     18.77           0
   6   10   2008   -154.42     19.33           0
   6   11   2008   -155.21     20.36         512
   6   12   2008   -155.79     20.80         541
   6   12   2008   -157.19     21.41           0
   6   22   2008   -158.39     21.68           0
   6   22   2008   -158.36     22.36         416
   6   23   2008   -158.42     22.91           0
   6   23   2008   -158.49     23.45           0
   6   24   2008   -158.18     24.08        3812
   6   24   2008   -158.03     24.71           0
   6   25   2008   -158.10     25.50        7566
   6   25   2008   -158.14     26.32       26827
   6   26   2008   -158.01     27.10       32557
   6   26   2008   -157.80     27.92       16662
   6   27   2008   -157.76     28.26       86253
   6   27   2008   -157.57     28.72      164214
   6   28   2008   -156.64     29.46       62039
   6   28   2008   -155.70     29.99        8684
   6   29   2008   -154.62     30.15        6368
   6   29   2008   -153.61     30.72       13173
   6   30   2008   -152.73     31.24       13180
   6   30   2008   -151.63     31.20        9283
   7    1   2008   -150.42     30.99       21702
   7    1   2008   -149.57     30.82       50067
   7    2   2008   -148.61     30.75      147390
   7    2   2008   -147.73     30.74       88701
   7    3   2008   -146.63     31.51      129720
   7    3   2008   -145.77     31.90       77021
   7    4   2008   -145.04     32.05      106573
   7    4   2008   -144.16     32.71      120955
   7    5   2008   -143.01     33.52       57505
   7    5   2008   -141.96     33.25       80781
   7    6   2008   -141.79     33.45      273162
   7    6   2008   -141.38     34.15      149519
   7    7   2008   -140.53     34.82      230157
   7    8   2008   -138.84     36.49       79592
   7    8   2008   -138.06     37.26        7008
   7   10   2008   -136.76     39.53       18675
   7   10   2008   -136.74     40.19       18934
   7   11   2008   -136.31     40.46       44533
   7   11   2008   -134.55     40.41        6521
   7   12   2008   -133.09     40.31       32625
